Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change, Volume_YTD ,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change, Open_Interest_YTD ,Open_Interest_YTD_Change
PJM AEP Dayton Hub 5 MW Peak Calendar-Month Real-Time LMP (Z9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,420,-83.50%,-93.20%," 22,411 ",-76.40%,"26,669",-5.10%,-45.10%," 288,022 ",-50.20%
Argus LLS vs. WTI (Argus) Trade Month (E5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"22,481",36.90%,320.20%," 81,657 ",-29.40%,"26,810",72.20%,148.50%," 125,027 ",-7.60%
PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW (WOR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"26,880",15.70%,-20.90%," 222,048 ",-47.10%
PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP (R3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"26,920",-6.50%,-25.80%," 288,997 ",6.90%
CIG Rockies Natural Gas (Platts IFERC) Basis (CI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%, 726 ,-99.00%,"28,887",-6.70%,-46.90%," 340,590 ",-21.00%
ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Day 5 MW (NOC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"29,040",31.00%,130.90%," 170,448 ",30.40%
PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW (J4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 8,620 ",-81.10%,"29,986",-12.00%,-47.60%," 396,139 ",-33.00%
Gasoline Euro-Bob Oxy NWE Barges (Argus) Crack Spread (7K),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"21,145",-6.50%,21.40%," 176,192 ",36.50%,"30,348",4.70%,26.00%," 279,776 ",2.60%
PJM ComEd Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (D9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 85,390 ",-66.80%,"31,405",-5.60%,-84.70%," 612,775 ",-64.40%
Palladium (PA),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"80,618",-50.90%,-8.80%," 1,089,363 ",5.50%,"31,533",-9.10%,12.00%," 292,396 ",31.20%
Gulf Coast Jet (Platts) Up-Down (ME),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"40,930",-28.50%,22.10%," 400,968 ",35.60%,"32,055",-14.90%,-20.50%," 317,188 ",-7.70%
WTI Midland (Argus) vs. WTI Trade Month (WTT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,750",-39.40%,1269.40%," 62,634 ",188.30%,"35,343",6.00%,225.00%," 263,962 ",283.20%
PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP (46),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"36,069",-5.00%,-30.00%," 394,526 ",-10.40%
PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP (B3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 79,100 ",18.70%,"38,315",-7.10%,-17.50%," 474,306 ",18.40%
ISO New England Mass Hub 5 MW Peak Calendar-Month Day-Ahead LMP (U6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,765,-8.90%,," 17,275 ",-46.70%,"38,362",-3.90%,11.20%," 377,094 ",88.30%
PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW (N3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 39,086 ",-10.10%,"38,750",-11.10%,-16.10%," 454,649 ",58.20%
"Dominion, South Point Natural Gas (Platts IFERC) Basis (PG)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 48,516 ",-73.40%,"39,591",-8.20%,-31.80%," 472,858 ",14.00%
MISO Indiana Hub Day-Ahead Off-Peak Calendar-Day 5 MW (FAD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"40,544",21.80%,155.60%," 231,184 ",54.80%
Mont Belvieu Normal Butane (OPIS) (D0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"25,548",-12.30%,-40.20%," 250,304 ",6.90%,"40,842",-2.30%,11.80%," 359,461 ",17.90%
MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time (H3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,440,,-70.40%," 25,415 ",-60.90%,"42,145",-3.20%,-10.00%," 420,736 ",-0.90%
Gulf Coast No. 6 Fuel Oil 3.0% (Platts) (MF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"54,140",28.60%,-2.80%," 471,337 ",-8.70%,"42,415",0.60%,-27.80%," 435,002 ",-16.60%
WTI Houston (Argus) vs. WTI Trade Month (HTT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"31,790",14.30%,698.70%," 122,770 ",563.90%,"43,092",10.80%,315.10%," 260,676 ",657.20%
Brent Crude Oil vs. Dubai Crude Oil (Platts) (DB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,730",509.20%,9.20%," 79,626 ",882.10%,"44,556",-0.50%,403.00%," 312,686 ",1120.60%
WTI Midland (Argus) vs. WTI Financial (FF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,770",-84.40%,-80.20%," 38,514 ",67.20%,"45,787",-2.80%,47.60%," 431,028 ",60.30%
Rockies Natural Gas (Platts IFERC) Basis (NR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 3,088 ",-97.90%,"47,283",-5.70%,-43.00%," 524,556 ",-28.40%
Chicago Ethanol (Platts) (CU),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"92,146",-22.20%,-21.90%," 1,005,852 ",10.90%,"50,827",13.30%,-6.80%," 458,620 ",1.80%
PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead (MOD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 46,800 ",679.40%,"51,130",-12.80%,191.20%," 606,035 ",204.60%
Gulf Coast ULSD (Platts) Up-Down (LT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"55,403",-12.90%,28.60%," 423,740 ",-11.20%,"51,306",-2.50%,2.10%," 430,832 ",-19.70%
WTI-Brent Financial (BK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"43,535",37.00%,352.60%," 139,672 ",29.30%,"57,703",17.00%,0.80%," 394,279 ",-39.60%
Coal (API2) CIF ARA (ARGUS-McCloskey) (MTF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"41,084",54.20%,-65.40%," 421,024 ",-72.40%,"58,543",1.70%,-39.20%," 609,984 ",-43.20%
Light Sweet Crude Oil European Financial (LC),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,310",-21.90%,256.90%," 229,027 ",-19.90%,"59,546",6.70%,-11.50%," 610,040 ",-23.10%
NY Harbor ULSD (OH),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"26,972",-16.60%,-25.80%," 283,371 ",-40.50%,"62,627",13.90%,-6.60%," 486,828 ",-20.50%
NYISO Zone F 5 MW Off-Peak Calendar-Month Day-Ahead LBMP (4M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 70,200 ",,"70,200",0.00%,785.80%," 280,800 ",86.50%
Platinum (PL),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"528,953",34.00%,16.00%," 3,557,404 ",22.30%,"71,236",-5.70%,4.10%," 627,068 ",3.80%
Mont Belvieu Ethane (OPIS) (C0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"17,938",9.00%,-78.80%," 208,495 ",-48.90%,"74,617",-1.30%,-26.70%," 754,196 ",22.40%
PJM Western Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PWO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"88,200",3.30%,49.40%," 763,824 ",40.80%
PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP (W6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,-100.00%,"93,640",-7.40%,-30.40%," 1,035,425 ",1.70%
Natural Gas (American Style) (ON),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"162,887",7.40%,-21.30%," 1,735,851 ",-28.90%,"93,900",-3.80%,-21.10%," 862,543 ",-23.20%
NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW (K4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,," 32,760 ",-86.30%,"99,150",-10.60%,-50.80%," 1,176,000 ",-54.00%
MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead (HMO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"47,400",,," 106,440 ",-16.60%,"104,760",6.60%,-43.40%," 1,309,200 ",-30.60%
Natural Gas (Henry Hub) Penultimate Financial (HP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"111,648",16.30%,-16.30%," 1,277,493 ",12.00%,"110,400",-3.10%,6.50%," 1,083,147 ",10.10%
Mont Belvieu LDH Propane (OPIS) (B0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"95,265",-6.50%,-19.80%," 812,594 ",-20.80%,"111,716",-1.20%,-21.90%," 1,007,742 ",-15.50%
Brent Crude Oil -Style Margin (BZO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"97,901",82.00%,259.10%," 330,966 ",116.60%,"124,129",63.00%,105.20%," 557,277 ",165.40%
PJM Western Hub Peak Calendar-Month Real-Time LMP (L1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,095",-59.40%,-65.30%," 202,951 ",-62.80%,"130,274",-6.70%,-27.40%," 1,333,249 ",-25.60%
Natural Gas (Henry Hub) Last-day Financial 1 Month Spread (G4),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"37,500",197.00%,1729.30%," 333,945 ",631.90%,"134,408",5.80%,1569.70%," 820,368 ",1074.80%
WTI Financial (CS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"57,376",41.00%,102.80%," 334,225 ",26.50%,"140,638",12.00%,17.50%," 1,154,073 ",1.80%
PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PNO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,,,"147,784",11.00%,268.50%," 1,024,517 ",174.80%
Brent Crude Oil Last Day Financial (BZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,615,368",-24.50%,2.70%," 17,533,933 ",0.00%,"149,502",5.10%,9.70%," 1,235,275 ",-14.30%
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Month 5 MW (R7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 211,995 ",676.30%,"152,628",-6.00%,34.90%," 1,702,379 ",11.00%
WTI-Brent Crude Oil Spread (BV),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"65,147",105.40%,699.30%," 334,339 ",108.70%,"202,601",27.60%,762.90%," 1,409,080 ",740.50%
Henry Hub Natural Gas Penultimate Financial (NP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"90,218",38.90%,17.10%," 788,221 ",-19.40%,"204,090",-8.40%,-28.40%," 2,211,490 ",-20.50%
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW (K2),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"47,400",196.30%,102.60%," 326,080 ",9.10%,"230,056",-21.90%,-11.70%," 2,732,576 ",-3.00%
NYISO Zone J Day-Ahead Off-Peak Calendar-Month 5 MW (D4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 226,600 ",101.80%,"275,461",-0.70%,97.10%," 2,504,344 ",119.40%
Light Sweet Crude Oil (WTI) Financial 1 Month Spread (7A),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"65,750",-27.70%,-2.50%," 539,700 ",-59.20%,"285,624",-2.50%,-20.00%," 2,875,172 ",-13.20%
WTI Average Price (AO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"112,477",67.60%,229.50%," 437,135 ",73.60%,"369,401",16.90%,36.90%," 2,748,950 ",0.80%
Natural Gas (Henry Hub) Last-day Financial (HH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"292,863",5.50%,25.80%," 2,644,482 ",27.60%,"393,372",6.70%,39.60%," 3,387,825 ",35.30%
RBOB Gasoline Physical (RB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,139,108",-28.70%,-11.50%," 39,090,547 ",11.80%,"393,454",-5.70%,5.10%," 3,601,834 ",2.50%
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW (V3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 273,469 ",-77.10%,"451,682",-9.00%,-52.10%," 5,551,091 ",-48.80%
NY Harbor ULSD (HO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,577,892",-24.80%,8.80%," 32,692,901 ",11.30%,"454,699",13.70%,17.20%," 3,703,315 ",8.40%
PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW (E4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,," 54,300 ",-93.40%,"537,702",-11.30%,-47.70%," 6,979,833 ",-35.40%
ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Month 5 MW (H2),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"14,040",,," 235,140 ",-48.30%,"545,425",-4.90%,-5.70%," 5,331,168 ",49.10%
MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW (H4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 397,000 ",-59.90%,"547,240",-5.50%,-8.90%," 5,386,056 ",-25.60%
NYISO Zone G Day-Ahead Off-Peak Calendar-Month 5 MW (D2),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"47,865",-43.20%,," 780,585 ",102.90%,"567,414",2.30%,55.00%," 3,946,905 ",33.90%
WTI Crude Oil 1 Month Calendar Spread (WA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"237,530",22.60%,-23.60%," 1,669,132 ",-27.20%,"578,334",-14.40%,-17.80%," 6,243,830 ",29.80%
PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Month 5 MW (L3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.00%," 685,367 ",-21.70%,"785,941",-13.00%,-10.20%," 9,575,012 ",75.40%
PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW (B6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.00%,-100.00%," 1,700,530 ",11.40%,"952,182",-9.20%,5.10%," 11,866,353 ",15.00%
Henry Hub Natural Gas Last Day Financial (NN),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"256,463",-1.50%,-18.70%," 1,716,882 ",-54.40%,"1,200,606",-1.30%,-8.50%," 11,343,718 ",-8.80%
Henry Hub Natural Gas (NG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,498,792",4.20%,11.10%," 77,301,418 ",13.10%,"1,334,262",2.80%,21.80%," 12,223,392 ",29.70%
Natural Gas (European) (LN),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,011,206",9.80%,5.60%," 19,691,178 ",13.80%,"1,931,687",-8.80%,-19.90%," 21,238,003 ",-13.60%
PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW (N9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"23,400",-91.90%,-91.00%," 2,158,295 ",-63.00%,"2,374,542",-3.60%,-19.90%," 21,682,998 ",-30.20%
WTI Light Sweet Crude Oil (CL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"27,570,812",-20.60%,13.30%," 237,181,674 ",17.20%,"2,466,177",6.50%,30.00%," 20,197,319 ",25.20%
Crude Oil (LO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,689,985",-19.10%,-30.10%," 33,664,076 ",-0.20%,"2,981,313",2.00%,-2.00%," 25,743,339 ",0.00%
Soybean,Option,Agriculture,United States,North America,North American Derivative Exchange,North American Derivative Exchange,317,46.80%,-72.60%," 5,191 ",-73.70%,,,,,
Corn,Option,Agriculture,United States,North America,North American Derivative Exchange,North American Derivative Exchange,564,-2.60%,-68.00%," 7,847 ",-54.80%,,,,,
Copper,Option,Metals,United States,North America,North American Derivative Exchange,North American Derivative Exchange,935,79.10%,-3.10%," 8,185 ",14.40%,,,,,
FTSE 100,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"1,002",-53.30%,-64.50%," 21,680 ",-4.30%,,,,,
China 50,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"1,298",-40.90%,-18.40%," 16,944 ",7.30%,,,,,
Germany 30,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"1,557",-63.90%,-75.60%," 27,912 ",-51.40%,,,,,
Natural Gas,Option,Energy,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"2,979",19.90%,-4.10%," 21,480 ",-10.70%,,,,,
Silver,Option,Metals,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"3,557",-53.70%,-39.90%," 47,285 ",-2.30%,,,,,
Japan 225,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"3,804",-37.00%,-79.80%," 112,365 ",-42.70%,,,,,
AUD/JPY,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"6,590",-22.80%,-3.60%," 79,471 ",26.60%,,,,,
EUR/GBP,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"7,298",8.70%,24.00%," 59,055 ",23.20%,,,,,
USD/CHF,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"7,446",6.70%,38.90%," 57,021 ",18.80%,,,,,
US SmallCap 2000,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"10,021",52.50%,-5.00%," 87,246 ",-28.70%,,,,,
Gold,Option,Metals,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"13,025",-0.60%,13.20%," 110,857 ",0.40%,,,,,
Crude Oil,Option,Energy,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"14,023",-30.60%,-27.30%," 127,191 ",-23.00%,,,,,
EUR/JPY,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"15,408",-34.20%,93.60%," 158,538 ",90.40%,,,,,
GBP/JPY,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"18,521",-1.60%,129.80%," 145,935 ",9.70%,,,,,
USD/CAD,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"20,602",-13.40%,83.20%," 142,262 ",60.20%,,,,,
Wall St. 30,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"51,344",-35.00%,-33.10%," 624,579 ",29.80%,,,,,
US Tech 100,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"53,147",-27.60%,18.50%," 535,354 ",71.00%,,,,,
GBP/USD,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"59,503",-17.60%,6.40%," 788,776 ",14.60%,,,,,
AUD/USD,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"74,183",-11.80%,-13.50%," 892,667 ",26.50%,,,,,
US 500,Option,Equity,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"92,397",-17.20%,-29.80%," 816,722 ",-30.70%,,,,,
EUR/USD,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"153,899",-14.70%,35.80%," 1,506,600 ",82.30%,,,,,
USD/JPY,Option,Currencies,United States,North America,North American Derivative Exchange,North American Derivative Exchange,"164,905",-8.00%,51.00%," 1,560,002 ",121.00%,,,,,
