Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Country,Region,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change
Spot Gold,Future,Metals,Dubai Gold & Commodities Exchange,United Arab Emirates,Asia,Dubai Gold & Commodities Exchange,"1,248",-59.65%,497.13%,0,-100.00%,-100.00%
Standard Lead,Future,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,"993,865",27.72%,22.51%,"140,238",10.17%,-1.49%
Standard Lead,Option,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,"20,793",351.53%,52.78%,"13,982",42.37%,-12.18%
Steel Rebar,Future,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,"8,530",63.38%,989.40%,974,18.64%,558.11%
Steel Rebar,Future,Metals,Shanghai Futures Exchange,China,Asia,Shanghai Futures Exchange,"76,267,899",-7.68%,1.19%,"2,191,560",-8.40%,21.75%
Steel Scrap,Future,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,"33,423",29.03%,1008.19%,"5,436",7.13%,219.01%
Sterling Pound,Future,Currencies,Dubai Gold & Commodities Exchange,United Arab Emirates,Asia,Dubai Gold & Commodities Exchange,"11,824",36.33%,-8.28%,"1,260",11.31%,192.34%
STIBOR-FRA,Future,Interest Rates,Nasdaq Exchanges Nordic Markets,Sweden,Europe,Nasdaq,"508,890",26.35%,276.54%,"1,078,640",18.30%,40.39%
Stock Dividend,Future,Equity,Euronext Derivatives Market,United Kingdom,Europe,Euronext,588,70.93%,35.48%,"12,287",4.85%,2.59%
Stock Dividend,Future,Equity,MEFF,Spain,Europe,MEFF,"1,000",-23.08%,329.18%,"98,498",1.03%,-19.51%
Stoxx Europe 50 Index,Future,Equity,Eurex,Germany,Europe,Eurex,"21,517",-43.85%,-7.48%,"34,564",3.14%,15.65%
Stoxx Europe 600,Future,Equity,Eurex,Germany,Europe,Eurex,"683,202",10.25%,64.19%,"266,082",-5.05%,-20.30%
Stoxx Europe 600,Option,Equity,Eurex,Germany,Europe,Eurex,"84,986",43.81%,33758.96%,"179,342",1.82%,584.77%
Stoxx Europe 600 Automobiles & Parts,Future,Equity,Eurex,Germany,Europe,Eurex,"54,177",51.92%,230.77%,"30,721",101.41%,131.04%
Stoxx Europe 600 Automobiles & Parts,Option,Equity,Eurex,Germany,Europe,Eurex,"5,295",-69.11%,-7.38%,"20,777",20.42%,75.32%
Stoxx Europe 600 Banks,Future,Equity,Eurex,Germany,Europe,Eurex,"131,056",-8.60%,-27.74%,"118,197",-0.66%,8.75%
Stoxx Europe 600 Banks,Option,Equity,Eurex,Germany,Europe,Eurex,"7,796",41.67%,-85.45%,"76,813",7.63%,-36.74%
Stoxx Europe 600 Basic Resources,Future,Equity,Eurex,Germany,Europe,Eurex,"74,601",-23.60%,50.46%,"79,869",-4.96%,150.11%
Stoxx Europe 600 Basic Resources,Option,Equity,Eurex,Germany,Europe,Eurex,"15,488",27.19%,39.07%,"22,148",0.18%,-44.78%
Stoxx Europe 600 Chemicals,Future,Equity,Eurex,Germany,Europe,Eurex,"5,635",131.13%,84.51%,"3,726",98.51%,18.55%
Stoxx Europe 600 Construction & Materials,Future,Equity,Eurex,Germany,Europe,Eurex,"5,084",63.74%,6.45%,"5,853",28.55%,2.50%
Stoxx Europe 600 Financial Services,Future,Equity,Eurex,Germany,Europe,Eurex,"3,326",76.91%,117.81%,"8,507",2.54%,361.33%
Stoxx Europe 600 Food & Beverage,Future,Equity,Eurex,Germany,Europe,Eurex,"5,221",-2.52%,48.96%,"11,576",-1.56%,17.64%
Stoxx Europe 600 Healthcare,Future,Equity,Eurex,Germany,Europe,Eurex,"15,146",69.74%,10.71%,"14,282",7.25%,-26.05%
Stoxx Europe 600 Healthcare,Option,Equity,Eurex,Germany,Europe,Eurex,440,-34.81%,-48.48%,"4,028",11.03%,-1.20%
Stoxx Europe 600 Industrial Goods & Services,Future,Equity,Eurex,Germany,Europe,Eurex,"17,437",-27.20%,78.18%,"21,705",11.35%,-17.47%
Stoxx Europe 600 Industrial Goods & Services,Option,Equity,Eurex,Germany,Europe,Eurex,"6,000",29900.00%,500.00%,"8,013",-42.86%,240.98%
Stoxx Europe 600 Insurance,Future,Equity,Eurex,Germany,Europe,Eurex,"22,607",-7.12%,4.22%,"23,191",-0.20%,87.49%
Stoxx Europe 600 Insurance,Option,Equity,Eurex,Germany,Europe,Eurex,"2,965",,962.72%,"3,180",1379.07%,303.04%
Stoxx Europe 600 Media,Future,Equity,Eurex,Germany,Europe,Eurex,"6,074",78.86%,118.96%,"6,182",62.09%,120.00%
Stoxx Europe 600 Oil & Gas,Future,Equity,Eurex,Germany,Europe,Eurex,"95,697",20.14%,23.96%,"55,644",-1.15%,-9.95%
Stoxx Europe 600 Oil & Gas,Option,Equity,Eurex,Germany,Europe,Eurex,"16,688",-76.79%,-63.94%,"153,199",5.56%,28.51%
Stoxx Europe 600 Personal & Household Goods,Future,Equity,Eurex,Germany,Europe,Eurex,"4,005",-38.69%,99.65%,"4,554",-10.25%,102.76%
Stoxx Europe 600 Real Estate,Future,Equity,Eurex,Germany,Europe,Eurex,"5,098",-6.13%,44.62%,"7,375",-7.40%,96.67%
Stoxx Europe 600 Real Estate,Option,Equity,Eurex,Germany,Europe,Eurex,"11,750",,,"11,750",,
Stoxx Europe 600 Retail,Future,Equity,Eurex,Germany,Europe,Eurex,"3,906",-0.59%,-30.90%,"4,433",0.64%,103.82%
Stoxx Europe 600 Technology,Future,Equity,Eurex,Germany,Europe,Eurex,"10,832",20.85%,65.40%,"14,234",24.58%,69.74%
Stoxx Europe 600 Telecom,Future,Equity,Eurex,Germany,Europe,Eurex,"23,401",-13.95%,45.13%,"19,957",11.29%,-1.04%
Stoxx Europe 600 Travel & Leisure,Future,Equity,Eurex,Germany,Europe,Eurex,"4,842",36.47%,59.33%,"4,475",38.07%,22.07%
Stoxx Europe 600 Utilities,Future,Equity,Eurex,Germany,Europe,Eurex,"29,626",-14.75%,16.66%,"41,369",-2.57%,104.21%
Stoxx Europe 600 Utilities,Option,Equity,Eurex,Germany,Europe,Eurex,"2,634",37.04%,-53.99%,"3,864",0.89%,-45.48%
Stoxx Europe Large 200,Future,Equity,Eurex,Germany,Europe,Eurex,957,-57.47%,-70.76%,"4,242",1.24%,3.14%
Stoxx Europe Mid 200,Future,Equity,Eurex,Germany,Europe,Eurex,"5,586",100.43%,56.87%,"12,676",-6.10%,-18.92%
Stoxx Europe Small 200,Future,Equity,Eurex,Germany,Europe,Eurex,"5,938",-37.59%,44.44%,"31,013",1.75%,-24.42%
Stoxx Global Select Dividend 100 Index,Future,Equity,Eurex,Germany,Europe,Eurex,300,,-67.98%,336,0.00%,-64.14%
Straits Times Index,Future,Equity,Singapore Exchange,Singapore,Asia,Singapore Exchange,80,,100.00%,0,,
Strong Gluten Wheat (WH),Future,Agriculture,Zhengzhou Commodity Exchange,China,Asia,Zhengzhou Commodity Exchange,"14,601",-24.09%,-17.08%,"3,393",-18.83%,-35.16%
Sugar,Future,Agriculture,National Commodity & Derivatives Exchange,India,Asia,National Commodity & Derivatives Exchange,113,0.89%,-99.11%,33,-2.94%,-98.97%
Sugar (cash settled - SA),Future,Agriculture,Moscow Exchange,Russia,Europe,Moscow Exchange,25,-3.85%,,36,20.00%,28.57%
Sugar #11,Future,Agriculture,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"2,291,504",23.27%,14.08%,"835,949",9.27%,-8.25%
Sugar #16,Future,Agriculture,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"5,170",-35.87%,14.56%,"9,695",12.12%,21.75%
Sugar No. 11,Option,Agriculture,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"404,739",12.49%,4.64%,"593,825",13.87%,-14.83%
Sugar No. 11 1 Month,Option,Agriculture,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"1,100",450.00%,-87.36%,"2,950",51.28%,-86.53%
Sunflower Seed (SUNS),Future,Agriculture,JSE Securities Exchange,South Africa,Other,JSE Securities Exchange,"31,994",27.16%,45.14%,"11,789",-9.77%,61.56%
Sunflower Seed (SUNS),Option,Agriculture,JSE Securities Exchange,South Africa,Other,JSE Securities Exchange,"4,165",33.97%,145.43%,"4,388",1.41%,56.71%
Supramax Dry Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,"3,165",2.06%,4.80%,"14,109",-4.41%,0.63%
Swapnote € - 2 Year,Future,Interest Rates,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,"16,546",110.88%,21.04%,"14,802",20.96%,-25.07%
Swapnote € - 5 Year,Future,Interest Rates,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,"4,217",-10.01%,-37.34%,"7,724",-15.37%,-34.25%
Swapnote € - 10 Year,Future,Interest Rates,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,27,-83.64%,-84.12%,"1,324",1.53%,1.07%
Sweden Krona/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Japan,Asia,Tokyo Financial Exchange,"4,133",32.51%,2655.33%,379,-2.57%,576.79%
Swedish Krona,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"1,523",26.60%,20.59%,"1,760",8.04%,36.96%
Swedish Krona/Japanese Yen,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,70,94.44%,,0,-100.00%,
Swiss Franc,Future,Currencies,B3,Brazil,Latin America,B3,"1,576",-50.50%,,633,-35.47%,
Russell 1000 Index (RUI),Option,Equity,OCC,United States,North America,OCC,,,,2,0.00%,-99.93%
Swiss Franc,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"687,886",14.01%,64.42%,"42,077",4.98%,-5.73%
Swiss Franc,Future,Currencies,Dubai Gold & Commodities Exchange,United Arab Emirates,Asia,Dubai Gold & Commodities Exchange,"2,070",93.46%,940.20%,349,-8.40%,1296.00%
Swiss Franc (European Style),Option,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,1,,,3,50.00%,
Swiss Franc/Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Japan,Asia,Tokyo Financial Exchange,"15,522",-26.36%,5.73%,"27,399",2.21%,217.38%
Swiss Franc/Japanese Yen 250,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,813,-27.93%,194.57%,244,-64.69%,-43.91%
Swiss Franc/Rand,Future,Currencies,JSE Securities Exchange,South Africa,Other,JSE Securities Exchange,"1,756",-59.86%,397.45%,"5,258",43.74%,182.99%
Swiss Franc/US Dollar 125,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,1,-98.75%,-98.44%,4,-42.86%,-93.33%
Swiss Government Bond (CONF),Future,Interest Rates,Eurex,Germany,Europe,Eurex,"7,868",85.52%,65.61%,"5,104",5.39%,11.20%
Swiss Leader Index (SLI),Future,Equity,Eurex,Germany,Europe,Eurex,160,-86.92%,-83.32%,"1,150",10.68%,-17.50%
Russell 2000 Index (RUT),Option,Equity,OCC,United States,North America,OCC,,,,"645,668",27.46%,15.02%
Swiss Market Index (SMI),Future,Equity,Eurex,Germany,Europe,Eurex,"694,871",18.01%,13.17%,"182,970",-0.77%,-2.82%
Swiss Market Index (SMI),Option,Equity,Eurex,Germany,Europe,Eurex,"246,729",44.03%,-3.94%,"793,388",6.99%,22.54%
Swiss Market Index (SMI) - 1st Friday,Option,Equity,Eurex,Germany,Europe,Eurex,259,1423.53%,,206,10200.00%,
Swiss Market Index (SMI) - 2nd Friday,Option,Equity,Eurex,Germany,Europe,Eurex,289,38.94%,,4,100.00%,
Swiss Market Index (SMI) - 4th Friday,Option,Equity,Eurex,Germany,Europe,Eurex,145,-23.68%,,0,,
Swiss Market Index (SMI) - 5th Friday,Option,Equity,Eurex,Germany,Europe,Eurex,10,400.00%,,12,500.00%,
Swiss Market Index Mid-Cap (SMIM),Future,Equity,Eurex,Germany,Europe,Eurex,"5,394",-30.73%,21.05%,"5,605",-6.29%,-17.92%
Swiss Market Index Mid-Cap (SMIM),Option,Equity,Eurex,Germany,Europe,Eurex,20,100.00%,-94.44%,138,-36.70%,-87.11%
Synthetic Sweet Oil (Net Energy) Monthly Index (SSW),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,90,-75.00%,,165,-38.89%,
TA Banks-5 Index (formerly TA-Banks Index),Option,Equity,Tel-Aviv Stock Exchange,Israel,Other,Tel-Aviv Stock Exchange,"6,067",-52.42%,41.92%,"7,311",-10.67%,-27.38%
TA-35 Index (formerly TA-25 Index),Future,Equity,Tel-Aviv Stock Exchange,Israel,Other,Tel-Aviv Stock Exchange,454,-0.22%,-75.22%,"7,613",2145.72%,564.89%
TA-35 Index (formerly TA-25 Index),Option,Equity,Tel-Aviv Stock Exchange,Israel,Other,Tel-Aviv Stock Exchange,"3,783,973",50.69%,69.95%,"245,965",28.01%,33.98%
TA-125 Index (formerly TA-100 Index),Option,Equity,Tel-Aviv Stock Exchange,Israel,Other,Tel-Aviv Stock Exchange,"10,441",21.55%,18.33%,"4,186",16.57%,117.00%
Taiex (TX),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"3,511,059",19.69%,14.57%,"114,003",15.20%,-1.52%
Taiex (TXO),Option,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"20,187,453",21.61%,40.15%,"1,197,085",4.22%,55.42%
S&P 100 Index (American Style) (OEX),Option,Equity,OCC,United States,North America,OCC,,,,"14,620",21.42%,-39.63%
Tailor Made Forwards/,Future,Equity,Oslo Stock Exchange,Norway,Europe,Oslo Stock Exchange,"133,271",66.21%,-7.31%,"565,013",7.12%,-6.71%
Tailor Made Options,Option,Equity,Oslo Stock Exchange,Norway,Europe,Oslo Stock Exchange,390,,,390,,
Taiwan 50 (T5F),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,168,1.20%,2000.00%,67,737.50%,
Taiwan Stock Exch NonFin/NonElec SubIndx (XIF),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"6,745",13.34%,-22.56%,433,57.45%,-67.59%
S&P 100 Index (European Style) (XEO),Option,Equity,OCC,United States,North America,OCC,,,,"4,096",7.08%,23.60%
Taiwan Stock Exchange Electronic Sector Index (TE),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"75,739",-1.15%,-3.85%,"4,090",7.10%,-17.06%
Taiwan Stock Exchange Electronic Sector Index (TEO),Option,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"15,737",6.09%,17.06%,"2,203",26.61%,-34.06%
Taiwan Stock Exchange Finance Sector Index (TF),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"48,636",-15.74%,-30.64%,"3,885",-5.95%,-3.12%
Taiwan Stock Exchange Finance Sector Index (TFO),Option,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"10,878",11.94%,-37.16%,"2,091",21.85%,-52.31%
TC2 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,"1,688",157.71%,35.80%,"2,600",4.80%,-0.69%
S&P 500 Index (SPX),Option,Equity,OCC,United States,North America,OCC,,,,"15,214,467",11.77%,-2.35%
TC5 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,915,196.12%,47.58%,"1,592",47.96%,-36.37%
TC6 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,130,145.28%,85.71%,323,-15.67%,-19.25%
TC12 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,50,-16.67%,-79.17%,120,0.00%,-85.37%
TC14 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,"1,790",152.11%,84.54%,"1,965",1.81%,3.10%
Semiconductor Index (SOX),Option,Equity,OCC,United States,North America,OCC,,,,487,-24.85%,14.32%
TD3 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,"1,229",-18.77%,-18.07%,"3,213",-7.49%,-36.39%
TD20 USD Tanker Freight,Future,Other,Nasdaq Commodities,Sweden,Europe,Nasdaq,373,-41.81%,-77.46%,"2,451",-4.67%,-44.17%
TecDAX,Future,Equity,Eurex,Germany,Europe,Eurex,"3,409",-12.97%,7.37%,"4,952",0.94%,-0.54%
Tecdax,Option,Equity,Eurex,Germany,Europe,Eurex,58,,-81.82%,43,43.33%,-96.04%
Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis (NX),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,604,33.33%,-94.37%,"11,465",-12.01%,-53.16%
Thermal Coal (ZC),Future,Energy,Zhengzhou Commodity Exchange,China,Asia,Zhengzhou Commodity Exchange,"2,984,457",7.96%,-39.12%,"153,223",-28.63%,4.86%
TIIE 28,Future,Interest Rates,Mexican Derivatives Exchange,Mexico,Latin America,BMV Group,100,,0.00%,"195,000",-19.75%,-76.54%
Tin,Future,Metals,Indonesia Commodity & Derivatives Exchange,Indonesia,Asia,Indonesia Commodity & Derivatives Exchange,"1,356",11.06%,2.81%,0,,
Tin,Future,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,"107,544",-7.82%,-2.23%,"17,908",-5.80%,-13.65%
Tin,Future,Metals,Shanghai Futures Exchange,China,Asia,Shanghai Futures Exchange,"208,162",1.68%,34.23%,"12,611",-10.15%,77.64%
Tin,Option,Metals,London Metal Exchange,United Kingdom,Europe,Hong Kong Exchanges and Clearing,20,,-93.90%,3,0.00%,-99.51%
Tokyo Rice,Future,Agriculture,Osaka Dojima Commodity Exchange,Japan,Asia,Japan Exchange,"4,432",-65.00%,-85.96%,"3,762",-10.56%,-55.43%
Tola Gold,Future,Metals,Pakistan Mercantile Exchange,Pakistan,Asia,Pakistan Mercantile Exchange,286,-42.11%,-58.61%,2,,
Topix,Future,Equity,Japan Exchange,Japan,Asia,Japan Exchange,"1,387,200",13.82%,23.42%,"669,847",5.49%,47.03%
Topix (TJF),Future,Equity,Taiwan Futures Exchange,Taiwan,Asia,Taiwan Futures Exchange,"10,064",-44.31%,-44.22%,807,-32.81%,69.54%
Topix Banks Index,Future,Equity,Japan Exchange,Japan,Asia,Japan Exchange,"1,136",-87.29%,1285.37%,"16,476",6.43%,11668.57%
Topix Core30,Future,Equity,Japan Exchange,Japan,Asia,Japan Exchange,14,-93.49%,-82.93%,88,-3.30%,-57.89%
Topix Index,Option,Equity,Japan Exchange,Japan,Asia,Japan Exchange,"7,305",-36.99%,-68.62%,"66,782",2.90%,236.70%
Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis (TZ6),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,428,,-93.54%,"7,877",-12.95%,-49.17%
TRY/EUR,Future,Currencies,Borsa Istanbul,Turkey,Other,Borsa Istanbul,"186,507",26.22%,244.12%,"21,862",18.96%,-13.17%
TRY/USD,Future,Currencies,Borsa Istanbul,Turkey,Other,Borsa Istanbul,"3,056,394",-24.04%,16.52%,"515,404",-8.16%,72.54%
TRY/USD,Option,Currencies,Borsa Istanbul,Turkey,Other,Borsa Istanbul,"763,767",17.87%,129.69%,"258,549",-38.35%,-4.48%
TSE Mothers Index,Future,Equity,Japan Exchange,Japan,Asia,Japan Exchange,"41,294",236.05%,313.77%,"7,009",73.66%,108.23%
Turkish Lira,Future,Currencies,B3,Brazil,Latin America,B3,"5,290",69.12%,,"1,433",-0.90%,
Turkish Lira,Future,Currencies,Chicago Mercantile Exchange,United States,North America,CME Group,"2,089",350.22%,,"2,782",7.95%,
Turkish Lira /Japanese Yen,Future,Currencies,Tokyo Financial Exchange,Japan,Asia,Tokyo Financial Exchange,"319,600",25.84%,97.61%,"219,771",-5.83%,36.78%
Turkish Lira/Euro,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,922,-20.86%,75.95%,891,-10.81%,-16.88%
Turkish Lira/US Dollar,Future,Currencies,ICE Futures U.S.,United States,North America,Intercontinental Exchange,"2,208",-21.62%,5.70%,"6,202",42.05%,390.28%
Turmeric,Future,Agriculture,National Commodity & Derivatives Exchange,India,Asia,National Commodity & Derivatives Exchange,"31,847",-32.17%,-38.96%,"2,982",-15.02%,-54.05%
TWD/USD,Future,Currencies,Singapore Exchange,Singapore,Asia,Singapore Exchange,11,,,1,,
UK Electricity Peak,Future,Energy,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,385,-80.36%,-87.80%,"8,475",-4.13%,-8.08%
UK Feed Wheat,Future,Agriculture,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,"9,889",50.27%,-6.65%,"8,394",-12.19%,-36.95%
UK Feed Wheat,Option,Agriculture,ICE Futures Europe,United Kingdom,Europe,Intercontinental Exchange,8,-93.44%,-97.04%,657,1.23%,-60.59%
UK NBP Natural Gas (USD per MMBTU) (ICIS Heren) Front Month (NBP),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,549,830.51%,,0,-100.00%,
UK Power Base (Day),Future,Energy,Nasdaq Commodities,Sweden,Europe,Nasdaq,700,-22.22%,,0,,
ULSD 10 PPM Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (TP),Future,Energy,New York Mercantile Exchange,United States,North America,CME Group,60,-16.67%,-71.70%,796,-3.63%,18.10%
Ultra 10 Year Treasury Note,Future,Interest Rates,Chicago Board of Trade,United States,North America,CME Group,"3,354,520",76.67%,79.37%,"426,451",4.89%,111.31%
Ultra Treasury Bond,Future,Interest Rates,Chicago Board of Trade,United States,North America,CME Group,"4,363,937",145.28%,32.13%,"892,731",9.79%,39.59%
Ultra Treasury Bond,Option,Interest Rates,Chicago Board of Trade,United States,North America,CME Group,"1,780",5.76%,-79.36%,"1,602",8.32%,-71.74%
US 500,Option,Equity,North American Derivative Exchange,United States,North America,North American Derivative Exchange,"111,606",59.12%,-26.76%,,,
US Corn,Future,Agriculture,ICE Futures U.S.,United States,North America,Intercontinental Exchange,4,100.00%,-55.56%,4,100.00%,100.00%
US Dollar,Future,Currencies,B3,Brazil,Latin America,B3,"6,188,610",13.99%,,"888,840",10.45%,
US Dollar,Future,Currencies,Bolsa de Valores de Colombia,Colombia,Latin America,Bolsa de Valores de Colombia,"27,498",25.87%,-36.81%,"2,959",53.71%,47.58%
