Standardized_Contract,Contract_Type,Group_Name,Country,Region,Exchange_Name,Parent_Name,Volume,Volume_M_Change,Volume_Y_Change,Volume_YTD,Volume_YTD_Change,Open_Interest,Open_Interest_M_Change,Open_Interest_Y_Change,Open_Interest_YTD,Open_Interest_YTD_Change
PJM AEP Dayton Hub Day-Ahead LMP Peak Calendar-Month 5 MW (D7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,5250,-76.1%,"11,853",-7.7%,-57.5%,146302,-19.9%
Ontario Off-Peak Calendar-Month (OFM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"12,010",-25.0%,-83.9%,248950,-75.2%
Dated Brent (Platts) to Frontline Brent (FY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,000",2.6%,300.0%,13550,8.3%,"12,065",13.0%,12.8%,90085,7.1%
Permian Natural Gas (Platts IFERC) Basis (PM),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,372,,-96.1%,1381,-96.4%,"12,107",-6.2%,-44.1%,148512,-6.5%
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PEO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"12,600",3.3%,-17.8%,107875,-31.6%
Transco Zone 4 Natural Gas (Platts IFERC) Basis (TR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,620,,-34.3%,13239,-26.5%,"13,165",-6.3%,-47.5%,176046,-42.9%
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Day 5 MW (AOR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"13,320",25.0%,52.5%,110064,-23.6%
US Midwest Domestic Hot-Rolled Coil Steel (CRU) Index (HR),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"7,495",2.4%,66.3%,45993,7.7%,"13,332",-16.1%,-23.9%,118922,-37.6%
RBOB Gasoline Brent Crack Spread (RBB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,228",-65.2%,-81.7%,69754,-21.3%,"13,541",-10.4%,-35.3%,139081,-22.2%
"Iron Ore 62% Fe, CFR China (TSI) (TIO)",Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"4,556",-36.3%,-64.1%,82612,-44.6%,"13,784",-15.1%,-38.7%,157676,-26.4%
Group Three ULSD (Platts) vs. NY Harbor ULSD (A6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,258",-31.4%,398.6%,36585,57.1%,"14,023",10.9%,122.4%,77364,35.8%
ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (P8),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"14,040",,,14040,,"14,040",,,14040,
Brent Last Day Financial (European Style) (BE),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,975,-89.5%,-62.1%,34586,-6.0%,"14,444",1.2%,11.0%,60168,-46.2%
Singapore Gasoil (Platts) (SG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,535",-64.0%,-63.1%,81174,86.1%,"15,052",-12.8%,15.7%,165134,107.3%
NYISO Zone A Day-Ahead Off-Peak Calendar-Day 5 MW (ZAO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"15,120",3.3%,-53.1%,131010,-61.4%
Western Canadian Select Oil (Net Energy) Monthly Index (WCW),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"6,395",-43.5%,,47415,,"15,480",2.6%,,63595,
Gulf Coast No. 6 Fuel Oil 3.0% (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (GCU),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,318",-1.5%,-36.7%,50991,-20.6%,"15,590",-5.1%,-37.7%,173373,-30.3%
NY Harbor ULSD Brent Crack Spread (HOB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,645,-77.2%,-67.7%,28229,-18.0%,"15,710",-7.3%,9.9%,131808,-6.9%
PJM Western Hub Real-Time Peak Calendar-Month 50 MW (PMA),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,44,-91.9%,,12669,37.5%,"15,778",-2.7%,77.6%,138679,443.8%
Gulf Coast Unleaded 87 Gasoline M2 (Platts) vs. RBOB Gasoline (RVG),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"13,080",-40.2%,10.9%,144087,88.6%,"15,778",-23.1%,-20.4%,174071,34.2%
3.5% Fuel Oil Barges FOB Rotterdam (Platts) Crack Spread (FO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,729",29.5%,-77.3%,34650,-15.8%,"15,985",-9.8%,-20.8%,172867,1.0%
Brent Last Day Financial (OS),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,3644,-70.2%,"16,324",-25.2%,-52.5%,186080,-46.2%
NYISO Zone J Day-Ahead Peak Calendar-Month 5 MW (D3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,810",108.0%,1.5%,24975,140.4%,"16,652",8.8%,51.0%,144121,35.8%
Columbia Gas TCO (Platts IFERC) Basis (TC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,8226,-73.1%,"16,868",-7.2%,-48.4%,193514,-45.1%
LLS (Argus) vs. WTI Financial (WJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,706",29.8%,150.5%,43954,-27.0%,"17,958",-5.6%,-50.2%,213615,-41.0%
LOOP Crude Oil Storage (LPS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"3,245",-20.9%,-12.4%,34746,-21.9%,"18,090",-0.2%,-10.5%,167990,0.0%
ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Day 5 MW (IDO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"18,144",3.3%,2.9%,152423,-24.7%
Brent Financial (CY),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,127",-69.2%,778.9%,25949,44.1%,"18,451",-2.4%,20.2%,152060,0.7%
RBOB Gasoline Financial (RL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,409",-30.9%,-2.4%,66848,11.1%,"18,564",6.6%,18.3%,118593,-7.8%
"Iron Ore 62% Fe, CFR China (TSI) Average Price (ICT)",Option,Metals,United States,North America,New York Mercantile Exchange,CME Group,"4,580",-50.5%,-17.3%,39477,-39.5%,"18,691",-6.7%,-41.5%,159399,-48.4%
Conway Propane (OPIS) (8K),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,539",13.3%,24.3%,81131,31.4%,"18,892",9.5%,12.7%,147777,4.6%
RBOB Gasoline Physical (OB),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"32,065",-21.7%,7.2%,251864,-26.9%,"20,238",-32.3%,-21.4%,204456,-33.6%
NY Harbor ULSD Average Price (AT),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,972",-22.5%,-55.6%,29663,-42.6%,"20,479",-7.6%,-49.2%,249727,-42.6%
Panhandle Natural Gas (Platts IFERC) Basis (PH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,3060,-96.1%,"20,732",-8.9%,-56.8%,269915,-35.1%
Houston Ship Channel Natural Gas (Platts IFERC) Basis (NH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,3777,-86.7%,"20,796",-2.5%,-24.6%,200752,-21.1%
ERCOT North 345 kV Hub 5 MW Off-Peak (I6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,,35920,739.3%,"21,200",0.0%,253.0%,57120,-53.9%
Propane Non-LDH Mont Belvieu (OPIS) (1R),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"5,288",8.2%,-59.2%,59990,-35.5%,"21,563",-1.2%,-21.4%,248510,1.9%
Mars (Argus) vs. WTI Trade Month (YV),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"27,385",130.3%,126.2%,173404,75.2%,"22,417",57.6%,44.9%,189122,113.0%
European Low Sulphur Gasoil Brent Crack Spread (GZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,967",9.3%,23.2%,65395,40.4%,"22,833",-1.8%,54.0%,195292,83.7%
San Juan Natural Gas (Platts IFERC) Basis (NJ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,2254,-96.3%,"23,290",-6.1%,-44.1%,273698,-0.2%
NYISO Zone G Day-Ahead Peak Calendar-Month 5 MW (T3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"2,235",-54.0%,76.0%,55044,73.7%,"24,438",-1.5%,11.6%,216276,3.5%
NGPL TexOk Natural Gas (Platts IFERC) Basis (PD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,368,-80.7%,-89.5%,8134,-71.1%,"26,207",-8.0%,-41.0%,291196,-41.4%
NGPL Mid-Con Natural Gas (Platts IFERC) Basis (NL),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,368,-72.4%,-86.8%,4044,-86.2%,"26,592",-2.2%,-27.5%,256609,-29.2%
PJM AEP Dayton Hub 5 MW Peak Calendar-Month Real-Time LMP (Z9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,420,-83.5%,-93.2%,22411,-76.4%,"26,669",-5.1%,-45.1%,288022,-50.2%
Argus LLS vs. WTI (Argus) Trade Month (E5),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"22,481",36.9%,320.2%,81657,-29.4%,"26,810",72.2%,148.5%,125027,-7.6%
PJM Western Hub Real-Time Off-Peak Calendar-Day 5 MW (WOR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"26,880",15.7%,-20.9%,222048,-47.1%
PJM BGE Zone Off-Peak Calendar-Month Day-Ahead LMP (R3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"26,920",-6.5%,-25.8%,288997,6.9%
CIG Rockies Natural Gas (Platts IFERC) Basis (CI),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,726,-99.0%,"28,887",-6.7%,-46.9%,340590,-21.0%
ISO New England Mass Hub Day-Ahead Off-Peak Calendar-Day 5 MW (NOC),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"29,040",31.0%,130.9%,170448,30.4%
PJM Western Hub Day-Ahead Peak Calendar-Month 5 MW (J4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,8620,-81.1%,"29,986",-12.0%,-47.6%,396139,-33.0%
Gasoline Euro-Bob Oxy NWE Barges (Argus) Crack Spread (7K),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"21,145",-6.5%,21.4%,176192,36.5%,"30,348",4.7%,26.0%,279776,2.6%
PJM ComEd Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP (D9),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,85390,-66.8%,"31,405",-5.6%,-84.7%,612775,-64.4%
Palladium (PA),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"80,618",-50.9%,-8.8%,1089363,5.5%,"31,533",-9.1%,12.0%,292396,31.2%
Gulf Coast Jet (Platts) Up-Down (ME),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"40,930",-28.5%,22.1%,400968,35.6%,"32,055",-14.9%,-20.5%,317188,-7.7%
WTI Midland (Argus) vs. WTI Trade Month (WTT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,750",-39.4%,1269.4%,62634,188.3%,"35,343",6.0%,225.0%,263962,283.2%
PJM METED Zone Off-Peak Calendar-Month Day-Ahead LMP (46),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"36,069",-5.0%,-30.0%,394526,-10.4%
PJM Northern Illinois Hub 5 MW Peak Calendar-Month Real-Time LMP (B3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,79100,18.7%,"38,315",-7.1%,-17.5%,474306,18.4%
ISO New England Mass Hub 5 MW Peak Calendar-Month Day-Ahead LMP (U6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,765,-8.9%,,17275,-46.7%,"38,362",-3.9%,11.2%,377094,88.3%
PJM Northern Illinois Hub Day-Ahead LMP Peak Calendar-Month 5 MW (N3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,-100.0%,-100.0%,39086,-10.1%,"38,750",-11.1%,-16.1%,454649,58.2%
"Dominion, South Point Natural Gas (Platts IFERC) Basis (PG)",Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,48516,-73.4%,"39,591",-8.2%,-31.8%,472858,14.0%
MISO Indiana Hub Day-Ahead Off-Peak Calendar-Day 5 MW (FAD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"40,544",21.8%,155.6%,231184,54.8%
Mont Belvieu Normal Butane (OPIS) (D0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"25,548",-12.3%,-40.2%,250304,6.9%,"40,842",-2.3%,11.8%,359461,17.9%
MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time (H3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,440,,-70.4%,25415,-60.9%,"42,145",-3.2%,-10.0%,420736,-0.9%
Gulf Coast No. 6 Fuel Oil 3.0% (Platts) (MF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"54,140",28.6%,-2.8%,471337,-8.7%,"42,415",0.6%,-27.8%,435002,-16.6%
WTI Houston (Argus) vs. WTI Trade Month (HTT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"31,790",14.3%,698.7%,122770,563.9%,"43,092",10.8%,315.1%,260676,657.2%
Brent Crude Oil vs. Dubai Crude Oil (Platts) (DB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"8,730",509.2%,9.2%,79626,882.1%,"44,556",-0.5%,403.0%,312686,1120.6%
WTI Midland (Argus) vs. WTI Financial (FF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,770",-84.4%,-80.2%,38514,67.2%,"45,787",-2.8%,47.6%,431028,60.3%
Rockies Natural Gas (Platts IFERC) Basis (NR),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,3088,-97.9%,"47,283",-5.7%,-43.0%,524556,-28.4%
Chicago Ethanol (Platts) (CU),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"92,146",-22.2%,-21.9%,1005852,10.9%,"50,827",13.3%,-6.8%,458620,1.8%
PJM ATSI Zone 5 MW Off-Peak Calendar-Month Day-Ahead (MOD),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,46800,679.4%,"51,130",-12.8%,191.2%,606035,204.6%
Gulf Coast ULSD (Platts) Up-Down (LT),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"55,403",-12.9%,28.6%,423740,-11.2%,"51,306",-2.5%,2.1%,430832,-19.7%
WTI-Brent Financial (BK),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"43,535",37.0%,352.6%,139672,29.3%,"57,703",17.0%,0.8%,394279,-39.6%
Coal (API2) CIF ARA (ARGUS-McCloskey) (MTF),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"41,084",54.2%,-65.4%,421024,-72.4%,"58,543",1.7%,-39.2%,609984,-43.2%
Light Sweet Crude Oil European Financial (LC),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"10,310",-21.9%,256.9%,229027,-19.9%,"59,546",6.7%,-11.5%,610040,-23.1%
NY Harbor ULSD (OH),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"26,972",-16.6%,-25.8%,283371,-40.5%,"62,627",13.9%,-6.6%,486828,-20.5%
NYISO Zone F 5 MW Off-Peak Calendar-Month Day-Ahead LBMP (4M),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,70200,,"70,200",0.0%,785.8%,280800,86.5%
Platinum (PL),Future,Metals,United States,North America,New York Mercantile Exchange,CME Group,"528,953",34.0%,16.0%,3557404,22.3%,"71,236",-5.7%,4.1%,627068,3.8%
Mont Belvieu Ethane (OPIS) (C0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"17,938",9.0%,-78.8%,208495,-48.9%,"74,617",-1.3%,-26.7%,754196,22.4%
PJM Western Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PWO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"88,200",3.3%,49.4%,763824,40.8%
PJM PSEG Zone Off-Peak Calendar-Month Day-Ahead LMP (W6),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,-100.0%,"93,640",-7.4%,-30.4%,1035425,1.7%
Natural Gas (American Style) (ON),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"162,887",7.4%,-21.3%,1735851,-28.9%,"93,900",-3.8%,-21.1%,862543,-23.2%
NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW (K4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,32760,-86.3%,"99,150",-10.6%,-50.8%,1176000,-54.0%
MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead (HMO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"47,400",,,106440,-16.6%,"104,760",6.6%,-43.4%,1309200,-30.6%
Natural Gas (Henry Hub) Penultimate Financial (HP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"111,648",16.3%,-16.3%,1277493,12.0%,"110,400",-3.1%,6.5%,1083147,10.1%
Mont Belvieu LDH Propane (OPIS) (B0),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"95,265",-6.5%,-19.8%,812594,-20.8%,"111,716",-1.2%,-21.9%,1007742,-15.5%
Brent Crude Oil -Style Margin (BZO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"97,901",82.0%,259.1%,330966,116.6%,"124,129",63.0%,105.2%,557277,165.4%
PJM Western Hub Peak Calendar-Month Real-Time LMP (L1),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"7,095",-59.4%,-65.3%,202951,-62.8%,"130,274",-6.7%,-27.4%,1333249,-25.6%
Natural Gas (Henry Hub) Last-day Financial 1 Month Spread (G4),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"37,500",197.0%,1729.3%,333945,631.9%,"134,408",5.8%,1569.7%,820368,1074.8%
WTI Financial (CS),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"57,376",41.0%,102.8%,334225,26.5%,"140,638",12.0%,17.5%,1154073,1.8%
PJM Northern Illinois Hub Day-Ahead Off-Peak Calendar-Day 5 MW (PNO),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,,0,,"147,784",11.0%,268.5%,1024517,174.8%
Brent Crude Oil Last Day Financial (BZ),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"1,615,368",-24.5%,2.7%,17533933,0.0%,"149,502",5.1%,9.7%,1235275,-14.3%
PJM AEP Dayton Hub Day-Ahead Off-Peak Calendar-Month 5 MW (R7),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,211995,676.3%,"152,628",-6.0%,34.9%,1702379,11.0%
WTI-Brent Crude Oil Spread (BV),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"65,147",105.4%,699.3%,334339,108.7%,"202,601",27.6%,762.9%,1409080,740.5%
Henry Hub Natural Gas Penultimate Financial (NP),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"90,218",38.9%,17.1%,788221,-19.4%,"204,090",-8.4%,-28.4%,2211490,-20.5%
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW (K2),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"47,400",196.3%,102.6%,326080,9.1%,"230,056",-21.9%,-11.7%,2732576,-3.0%
NYISO Zone J Day-Ahead Off-Peak Calendar-Month 5 MW (D4),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,226600,101.8%,"275,461",-0.7%,97.1%,2504344,119.4%
Light Sweet Crude Oil (WTI) Financial 1 Month Spread (7A),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"65,750",-27.7%,-2.5%,539700,-59.2%,"285,624",-2.5%,-20.0%,2875172,-13.2%
WTI Average Price (AO),Option,Energy,United States,North America,New York Mercantile Exchange,CME Group,"112,477",67.6%,229.5%,437135,73.6%,"369,401",16.9%,36.9%,2748950,0.8%
Natural Gas (Henry Hub) Last-day Financial (HH),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"292,863",5.5%,25.8%,2644482,27.6%,"393,372",6.7%,39.6%,3387825,35.3%
RBOB Gasoline Physical (RB),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,"4,139,108",-28.7%,-11.5%,39090547,11.8%,"393,454",-5.7%,5.1%,3601834,2.5%
PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW (V3),Future,Energy,United States,North America,New York Mercantile Exchange,CME Group,0,,-100.0%,273469,-77.1%,"451,682",-9.0%,-52.1%,5551091,-48.8%
